conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:9948_conv:19896,1,impressed,I really enjoyed the new film Mile 22.,4,I really enjoyed the next film Mile 22.,5|5|5_5|5|5,
hit:11523_conv:23047,4,guilty,My grocery delivery was an hour late. Instead of one discount they accidentally gave me two. I feel bad but I'm keeping them both.,438,Oops_comma_ sorry_comma_ I didn't finish my thought.  I think they make enough money to handle it and that inconvenience is worth $80.  Plus now you'll definitely buy again with them so I think it works in their favor and yours!,5|5|5_5|5|5,
hit:1736_conv:3472,4,anticipating,I waiting to find a good show to binge on. Ive seen everything,267,That sounds good.  ,5|5|5_5|5|5,
hit:9818_conv:19637,3,nostalgic,Found my old NES in the attic,389,I found my old Nintendo (NES) that I used to play as a kid!  So many memories!,5|5|5_5|5|5,
hit:10770_conv:21541,3,content,I feel most content drinking coffee early in the morning on my back porch,710,Drinking hot coffee outside. Your only company; the morning dew and the rising sun,5|5|5_5|5|4,
hit:8466_conv:16932,3,joyful,When my friends brought my cake to work. I love them.,375,I did buy them gifts but still felt so nice to be appreciated.,4|5|4_5|5|5,
hit:11486_conv:22973,5,confident,I am up for promotion and I am confident that out of four candidates I will get the job. I should get it because I do the best work ad have the best attitude.,479,I do and I have the best attitude out of all the candidates. I feel certain I will get the job_comma_,5|5|5_5|5|5,
hit:5860_conv:11721,4,embarrassed,I accidentally passed gas in front of my mother in law.  I was so ashamed doing that.,397,I would have laughed lol,5|5|5_5|5|5,
hit:6113_conv:12227,3,lonely,I was pretty sad last weekend. All of my friends were off being busy,126,I was a little sick and busy I guess,3|3|4_4|4|4,
hit:9408_conv:18816,2,grateful,I got a flat tire at work and a coworker fixed it for me. I was very thankful.,652,Oh no! You must have been pretty frustrated.,5|5|5_5|5|5,
hit:2706_conv:5413,1,jealous,AT my sweet swixteen birthday party there was a boy I liked. He asked one of the other girls to be his girlfriend. I felt terrible. ,409,When I was at my sweet sixteen birthday party_comma_ my crush asked another girl out. I felt terrible. ,4|4|4_5|5|5,
hit:3319_conv:6639,3,jealous,My boss just bought a Range Rover.  I am envious of him.,322,He bought it for himself_comma_ I am so envious.,3|3|4_5|5|5,
hit:4102_conv:8204,4,sad,I purchased a robot. And the robot got broken after using it for just one week.,243,What kind of robot is it? What does it do?,5|5|5_4|5|5,
hit:42_conv:84,4,impressed,The other day my daughter knew to throw away her food when she was done. ,7,That should be funny to see and hear,5|5|4_5|5|5,
hit:6193_conv:12386,2,disappointed,Got pizza and the toppings were really sparse.,135,Oh that can be so aggravating! ,5|5|5_5|5|5,
hit:12335_conv:24671,4,terrified,I was scared last year at this time. I had a cough that would not go away,748,Haha no worries. I though how could a couch could be scary... Are you OK? did you go to the doctor?,4|5|5_5|5|5,
hit:6748_conv:13496,2,sad,When my stepdad told me we couldn't play baseball anymore. I had just got injured.,135,Oh that's terrible! If you don't mind me asking; Who and why?,5|5|5_5|5|5,
hit:3887_conv:7774,4,surprised,Wonder woman is an awesome movie. I can't believe I am just now seeing it.,469,Oh I see! I guess I should watch it as well! I never seen it yet.,5|5|5_5|5|5,
hit:7342_conv:14685,1,angry,I was angry last night. My friend got drunk and annoying,126,I was angry last night. My friend was drunk and irritating,3|4|4_5|5|5,
hit:8746_conv:17493,3,terrified,My parents didn't save enough for retirement_comma_ and now that they're retirement age_comma_ they're struggling a little. I'm still in college and am not able to really help them. I'm worried about how they'll survive financially_comma_ and I feel guilty about not being able to offer much.,273,Yeah_comma_ it's a growing problem and I think it's only going to get worse. My dad isn't in the best health_comma_ and is on a lot of medications_comma_ so that kind of hinders them a bit_comma_ too. I just wish they could actually relax and enjoy retirement like they deserve_comma_ instead of having to worry.,5|5|5_5|5|5,
hit:6338_conv:12677,3,annoyed,i get frustrated when i let someone out in traffic and dont get a wave,524,thats what i am saying! common courtesy,5|5|5_5|5|5,
hit:12405_conv:24810,2,apprehensive,My current employer is having big financials problem. I am afraid that the company will go into bankruptcy.,273,That sounds really frustrating to deal with. You sound like you're self-aware and anticipating the problem_comma_ though. Perhaps you've already started preparing to look elsewhere?,5|5|5_3|4|4,
hit:1750_conv:3500,3,jealous,I have always wanted a pair of Jordans. I hate seeing people wearing them.,262,I wouldnt spend that much on a pair of shoes_comma_ but I would like to say that I could at least,5|5|5_5|5|5,
hit:11387_conv:22774,4,grateful,The other day i almost got in a wreck and barely got out of it.,814,Split second decisions save lives ,4|5|5_5|5|5,
hit:3117_conv:6234,2,proud,I can believe my son is finally going to the potty. I had almost given up.,267,That wonderful!  Did he initiate it?,5|5|5_5|5|5,
hit:6538_conv:13076,4,anxious,My girlfriend just took a pregnancy test. She thinks she might be pregnant. We want a baby so bad. Waiting for the results was very nerve wracking.,59,You need to keep a cool head though_comma_ try doing some sports to relax your mind.,5|5|5_5|5|5,
hit:1461_conv:2922,5,jealous,MY froend just bought a buibk enclave. That's my dream car!,262,NEgative years. Its expensive and I'm working on a home first ,5|5|5_5|5|5,
hit:8259_conv:16518,1,apprehensive,I'm not really sure what I'm supposed to be doing with my life right now_comma_ but I'm trying to at least get back home.,540,I don't really have much direction in my life right now_comma_ I'm just trying to keep my head above water because I don't really have any other option.,3|4|4_5|5|5,
hit:10740_conv:21481,4,surprised,my girlfriend told me she's pregnant,752,Congrats!!!! It is an amazing experience! I just had a little baby girl 3 weeks ago,5|5|5_5|5|5,
hit:1498_conv:2997,3,disappointed, I I failed my physics exam yesterday. I was so disappointed with myself.,209,Well_comma_ I am really terrible understanding forces_comma_ but I don't think I studied hard enough. I was pretty disappointed with myself.,5|5|5_5|5|5,
hit:9699_conv:19398,1,surprised,I was at a local restaurant that my wife really likes_comma_ and apparently it was the restaurant's anniversary so they gave us a free (small) desert.,545,I took my wife to one of her favorite restaurants_comma_ and apparently today was their anniversary so they gave us a free (small) desert. It was kind of nice_comma_ really.,2|2|2_5|5|5,
hit:225_conv:451,3,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,59,Well if you're curious_comma_ I was on my way to work when my car broke down and I ended up missing a very important meeting about my promotion. I was devastated. ,5|5|5_3|3|4,
hit:4258_conv:8516,3,nostalgic,I miss living in the Caribbean it was a very peaceful and tranquil lifestyle.,65,I wanted to further my education and the hurricane messed the place up.,4|5|5_5|5|5,
hit:3018_conv:6037,1,disappointed,Just found out my friend failed an important exam because he was out partying the night before and didn't get much sleep.,286,A friend of mine spent all night partying instead of staying home to study. He ended up failing an important exam!,5|5|4_5|5|5,
hit:405_conv:811,1,faithful,I am faithful to my wife_comma_ but it's thought,75,I am faithful to my wife_comma_ but it's thought.,5|4|4_4|4|4,
hit:10881_conv:21762,6,faithful,My husband is the best. I love life with him.,302,Well I toast you to 10 more and beyond.,5|5|5_5|5|5,
hit:4806_conv:9613,2,annoyed,My cat won't leave me alone. I can't figure out what he wants_comma_ but he's so clingy,291,Did you feed it lately?,5|5|5_5|5|5,
hit:11432_conv:22865,2,furious,I had to work 2 open to closes at work in a row when i managed this place.The General manager Ignored all phone calls_comma_ and let me just get used.,261,ohh good_comma_ and how did that happen?,5|4|5_5|5|5,
hit:3304_conv:6608,1,disappointed,I got demoted at work last week.  I feel really upset about the situation.,322,I got demoted at work this past week.,4|4|4_5|5|5,
hit:1983_conv:3966,5,joyful,Recently I bought a keyboard that I was looking forward to buying for a long time. My old one kept double-tapping on certain letters. I was so happy when it arrived_comma_ I took it out of the box and I have had so much fun using it since then.,241,Yup_comma_ I won't need anything else related to computers for a while,4|5|3_5|5|5,
hit:8089_conv:16178,1,anticipating,I'm getting married in two months. I'm pretty excited for this big moment.,286,I'm getting married in two months. I'm so excited_comma_ but admittedly a little nervous too. I think about it all the time.,5|5|5_5|5|5,
hit:11133_conv:22267,4,jealous,Sometimes my friends brag about the nice things they have and I feel a little green. I know it's not good but I can't help it.,239,I have friends like that too. To be honest_comma_ I have dropped friendships over this. ,5|5|5_5|5|5,
hit:2317_conv:4634,1,afraid,I used to be afraid of the dark but now I am not so much_comma_ I had a nightlight for a long time,10, I used to be afraid of the dark but now I am not so much_comma_ I had a nightlight for a long time,5|5|5_5|5|5,
hit:11415_conv:22830,7,apprehensive,When we were deciding to move across the country i was really nervous about the whole idea of it. I almost got cold feet.,814,Amazingly lol. But here I am.,5|5|5_5|5|5,
hit:2153_conv:4307,3,disappointed,I was disappointed when my bf fell off the wagon and started acting up again. He went back to his old life for a moment.,296,Oh I have unfortunately. He is in therapy now because I won't put up with those people in my life and he has to learn for himself how bad of an influence they are. Celebrating his bad behavior does not make a good friend. Thats an enemy truly.,5|5|5_5|5|5,
hit:733_conv:1467,2,guilty,I didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her I feel bat about it now.,216,Oh wow. Did your friend do something to upset you or something like that? Or were you just wanting some alone time?,5|5|5_4|4|4,
hit:4379_conv:8759,2,content,Just found out I'm not getting a promotion at work that I was up for. I'm kind of bummed to not be moving up in the company that I work for_comma_ as I really like everyone here_comma_ and the company itself_comma_ and what we do. But I'm satisfied knowing that someone more deserving than me got it_comma_ and that they still see me as worthy in the long run_comma_ and that I still get to enjoy my current situation.,322,I'm sorry the hear that.  Maybe another company would appreciate your talent.,4|5|5_5|5|5,
hit:3737_conv:7475,4,terrified,Oh I am so anxious right now because outside there is a storm a brewing. It sounds like a big one!,469,Yeah_comma_ I hope you won't either. Maybe find a local shelter?,5|5|5_5|5|5,
hit:11406_conv:22813,4,jealous,I wanted to get a new pool. My parents got a new pool and im so envious.,748,Same. Sometimes they can be expensive as far as chemicals and maintenance.,5|4|4_5|5|5,
hit:5120_conv:10241,2,apprehensive,I don't think I want to meet this person off Craigslist to purchase a couch.,278,That's never a fun situation_comma_ I always bring someone.,5|5|5_5|5|5,
hit:6260_conv:12521,1,annoyed,I'm so hungry and my husband is taking long bringing me food,397,I'm so hungry and my husband is taking long bringing me food,5|5|5_5|5|5,
hit:654_conv:1309,2,furious,My sister stole money from me once.,63,Oh really? That sucks_comma_ if they just asked people would usually be ok with it too.,4|5|5_5|5|5,
